,_step,_runtime,train/loss,train/grad_norm,train/learning_rate,train/epoch,_timestamp,train/global_step
58,58,200.438036019,2.185,0.3810933530330658,8.842105263157894e-05,0.0037095836149577954,1752365710.6652899,59
59,59,204.492374079,1.3032,0.2541467845439911,8.631578947368421e-05,0.003772457913516402,1752365714.7198663,60
60,60,206.91853836,1.2397,0.42922788858413696,8.421052631578948e-05,0.003835332212075009,1752365717.1456797,61
61,61,211.148272574,1.3834,0.4108724892139435,8.210526315789474e-05,0.0038982065106336157,1752365721.3755276,62
62,62,213.644565132,1.6392,0.5056754946708679,8e-05,0.003961080809192222,1752365723.872086,63
63,63,216.801202166,2.0762,0.4601009786128998,7.789473684210526e-05,0.004023955107750829,1752365727.0287375,64
64,64,219.494104408,1.8357,0.547485888004303,7.578947368421054e-05,0.004086829406309436,1752365729.7214906,65
65,65,222.414696213,0.807,0.3686494529247284,7.368421052631579e-05,0.004149703704868043,1752365732.642265,66
66,66,226.580087384,1.3066,0.36658042669296265,7.157894736842105e-05,0.004212578003426649,1752365736.8074193,67
67,67,229.821284179,0.9842,0.3370380699634552,6.947368421052632e-05,0.004275452301985256,1752365740.048795,68
68,68,233.370950115,2.0016,0.4204678535461426,6.736842105263159e-05,0.004338326600543863,1752365743.5966082,69
69,69,235.922759369,1.1986,0.4740913212299347,6.526315789473685e-05,0.00440120089910247,1752365746.1502109,70
70,70,240.25894484,1.4924,0.2950415313243866,6.31578947368421e-05,0.004464075197661076,1752365750.4863837,71
71,71,242.735455406,1.3724,0.652204155921936,6.105263157894737e-05,0.004526949496219683,1752365752.9626594,72
72,72,246.361348572,1.9448,0.38035911321640015,5.894736842105263e-05,0.00458982379477829,1752365756.5886962,73
73,73,249.397195284,1.6898,0.4956267178058624,5.68421052631579e-05,0.004652698093336897,1752365759.6245003,74
74,74,251.598606046,1.5154,0.6242780089378357,5.4736842105263165e-05,0.0047155723918955025,1752365761.825988,75
75,75,253.979148431,1.0131,0.37642380595207214,5.2631578947368424e-05,0.004778446690454109,1752365764.206579,76
76,76,257.207119366,1.4348,0.3036065995693207,5.052631578947369e-05,0.004841320989012716,1752365767.4345112,77
77,77,259.514599973,1.4779,0.40423324704170227,4.842105263157895e-05,0.004904195287571323,1752365769.7421951,78
78,78,262.185235988,1.4356,0.42193737626075745,4.6315789473684214e-05,0.0049670695861299295,1752365772.4120889,79
79,79,265.986927437,1.7514,0.3145669102668762,4.421052631578947e-05,0.005029943884688536,1752365776.2143772,80
80,80,268.881347805,1.3074,0.35116857290267944,4.210526315789474e-05,0.005092818183247143,1752365779.1089008,81
81,81,272.432582834,1.0598,0.28581517934799194,4e-05,0.00515569248180575,1752365782.6599963,82
82,82,275.507000837,1.5244,0.4222072660923004,3.789473684210527e-05,0.0052185667803643565,1752365785.734513,83
83,83,278.755782672,1.063,0.3449529707431793,3.578947368421053e-05,0.005281441078922963,1752365788.9831119,84
84,84,281.583134051,1.4564,0.3756192922592163,3.368421052631579e-05,0.00534431537748157,1752365791.8104994,85
85,85,284.021039871,0.9142,0.5120066404342651,3.157894736842105e-05,0.005407189676040177,1752365794.2484019,86
86,86,287.486447628,1.1284,0.3662187159061432,2.9473684210526314e-05,0.0054700639745987835,1752365797.7139719,87
87,87,290.198532778,1.2958,0.432017058134079,2.7368421052631583e-05,0.00553293827315739,1752365800.4259725,88
88,88,294.314529056,1.2532,0.2894713580608368,2.5263157894736845e-05,0.005595812571715997,1752365804.542069,89
89,89,297.456682839,1.4493,0.3900812268257141,2.3157894736842107e-05,0.005658686870274604,1752365807.6841707,90
90,90,299.735849798,1.5983,0.47248393297195435,2.105263157894737e-05,0.0057215611688332104,1752365809.9631255,91
91,91,303.549451951,1.9463,0.41463717818260193,1.8947368421052634e-05,0.005784435467391817,1752365813.7770238,92
92,92,306.817023842,1.1924,0.32716745138168335,1.6842105263157896e-05,0.005847309765950424,1752365817.0445008,93
93,93,310.48258243,1.2659,0.2799433767795563,1.4736842105263157e-05,0.005910184064509031,1752365820.709741,94
94,94,313.196352169,1.4825,0.4479924440383911,1.2631578947368422e-05,0.005973058363067637,1752365823.4237401,95
95,95,316.242973957,1.6377,0.3391727805137634,1.0526315789473684e-05,0.006035932661626243,1752365826.469468,96
96,96,319.135035013,1.099,0.3394221067428589,8.421052631578948e-06,0.00609880696018485,1752365829.362349,97
97,97,322.918663578,0.8292,0.2234630584716797,6.315789473684211e-06,0.006161681258743457,1752365833.1424747,98
98,98,326.482724961,1.3778,0.2812862992286682,4.210526315789474e-06,0.0062245555573020635,1752365836.710276,99
99,99,328.996112075,1.1921,0.37536337971687317,2.105263157894737e-06,0.00628742985586067,1752365839.223641,100
100,100,332.623163645,,,,0.00628742985586067,1752365842.8507814,100
